index,series_name,network,season,title,rating,engagement,date,time,format,monster_name,monster_type,monster_subtype,monster_species,monster_real,monsters,setting,location,suspects,arrested,culprit_name,culprits,motive,door_gag,scrappy,snacks,zoinks,groovy
292,The 13 Ghosts of Scooby-Doo,ABC,1,Horror-Scope Scoob,7.4,77,12/7/1985,24,TV Series,"Zimbulu,Bogel,Weerd,Boris Kreepoff,Zombies,Zombies,Zombies","Mythical,Ghost,Ghost,Undead,Undead,Undead,Undead","Demon,Phantom,Phantom,Zombie,Zombie,Zombie,Zombie","Demon,Cartoon,Cartoon,Human,Human,Human,Human",TRUE,7,Urban,United States,1,NULL,NULL,0,Conquest,FALSE,TRUE,0,3,0
293,A Pup Named Scooby-Doo,ABC,1,A Bicycle Built for Boo,7.3,68,9/10/1988,23,TV Series,Ghost,Ghost,Phantom,Human,FALSE,1,Urban,United States,2,TRUE,Mr. Conrad,1,Counterfeit,FALSE,FALSE,1,5,0
294,A Pup Named Scooby-Doo,ABC,1,The Sludge Monster from the Earth's Core,7.5,58,9/17/1988,23,TV Series,Sludge Monster from the Earth's Croe,Possessed Object,Sludge,Sludge-Monster,FALSE,1,Urban,United States,2,TRUE,Mr. Buckston,1,Theft,FALSE,FALSE,0,2,0
295,A Pup Named Scooby-Doo,ABC,1,The Schnoock Who Took My Comic Book,8,55,9/24/1988,23,TV Series,Dr. Croaker,Animal,Humanoid,Frog,FALSE,1,Urban,United States,3,TRUE,Wendel McWendel,1,Theft,FALSE,FALSE,0,1,0
296,A Pup Named Scooby-Doo,ABC,1,Wanted Cheddar Alive,7.5,61,10/1/1988,23,TV Series,Cheese Monster,Possessed Object,Humanoid,Cheese,FALSE,1,Urban,United States,3,TRUE,Larry P. Acme,1,Competition,FALSE,FALSE,0,2,0
297,A Pup Named Scooby-Doo,ABC,1,For Letter or Worse,7.4,44,10/8/1988,23,TV Series,Ghost of Al Cabone,Ghost,Phantom,Human,FALSE,1,Urban,United States,4,TRUE,Prestina,1,Competition,FALSE,FALSE,0,3,0
298,A Pup Named Scooby-Doo,ABC,1,The Babysitter from Beyond,7.6,50,10/15/1988,23,TV Series,Boogedy Bones,Undead,Zombie,Human,FALSE,1,Urban,United States,2,TRUE,"Molly the Moll,Manny the Mauler",2,Theft,FALSE,FALSE,0,4,0
299,A Pup Named Scooby-Doo,ABC,1,Snow Place Like Home,7.8,44,10/22/1988,23,TV Series,Ice Demon,Possessed Object,Humanoid,Ice,FALSE,1,Mountain,United States,3,TRUE,Mr. Forester,1,Natural Resource,FALSE,FALSE,5,1,0
300,A Pup Named Scooby-Doo,ABC,1,"Now Museum, Now You Don't",7.7,47,10/29/1988,23,TV Series,Samurai Ghost,Ghost,Samurai,Human,FALSE,1,Urban,United States,3,TRUE,Dr. Dayton,1,Theft,FALSE,FALSE,1,2,0
301,A Pup Named Scooby-Doo,ABC,1,Scooby Dude,7,47,11/5/1988,23,TV Series,Headless Skateboarder,Undead,Headless,Human,FALSE,1,Coast,United States,3,TRUE,"Sandy Sneakers,Al",2,Smuggling,FALSE,FALSE,1,1,0
302,A Pup Named Scooby-Doo,ABC,1,Ghost Who's Coming to Dinner,7.5,53,11/12/1988,23,TV Series,Boobeard,Ghost,Pirate,Human,FALSE,1,Urban,United States,5,TRUE,Jack,1,Competition,FALSE,FALSE,1,2,0
303,A Pup Named Scooby-Doo,ABC,1,The Story Stick,6.9,46,11/19/1988,23,TV Series,Totem Spirit,Possessed Object,Statue,Totem,FALSE,1,Forest,United States,3,TRUE,Mr. Ryan,1,Competition,FALSE,FALSE,0,2,0
304,A Pup Named Scooby-Doo,ABC,1,Robopup,7.2,44,11/26/1988,23,TV Series,Ghost of Chef Pierre Goulash,Ghost,Chef,Human,FALSE,1,Urban,United States,3,TRUE,Mr. Gordon,1,Theft,FALSE,FALSE,0,1,0
305,A Pup Named Scooby-Doo,ABC,1,Lights...Camera...Monster,7.5,45,12/3/1988,23,TV Series,Stinkweed,Plant,Humanoid,Plant-Monster,FALSE,1,Urban,United States,3,TRUE,Vincent Thorn,1,Theft,FALSE,FALSE,1,1,0
306,A Pup Named Scooby-Doo,ABC,2,Curse of the Collar,7.7,43,9/9/1989,23,TV Series,Ghost of Buster McMutt Mauler,Ghost,Phantom,Human,FALSE,1,Urban,United States,3,TRUE,Mr. Trixenstuff,1,Theft,FALSE,FALSE,0,0,0
307,A Pup Named Scooby-Doo,ABC,2,The Return of Commander Cool,7.7,43,9/16/1989,23,TV Series,Alien,Extraterrestrial,Alien,Alien,FALSE,1,Urban,United States,4,TRUE,Barbara Simone,1,Theft,FALSE,FALSE,0,0,0
308,A Pup Named Scooby-Doo,ABC,2,The Spirit of Rock'n Roll,7.8,43,9/23/1989,23,TV Series,Ghost of Purvis Parker,Undead,Skeleton,Human,FALSE,1,Urban,United States,4,TRUE,Mr. Dilton,1,Theft,FALSE,FALSE,2,0,0
309,A Pup Named Scooby-Doo,ABC,2,Chickenstein Lives,7.5,38,9/30/1989,23,TV Series,Chickenstein,Undead,Frankenstein's Monster,Chicken,FALSE,1,Urban,United States,4,TRUE,Casmer Codwaller,1,Smuggling,FALSE,FALSE,1,2,0
310,A Pup Named Scooby-Doo,ABC,2,Night of the Living Burger,7.6,42,10/7/1989,23,TV Series,Burger Monster,Possessed Object,Burger,Burger,FALSE,1,Urban,United States,4,TRUE,Skippy Johnson,1,Competition,FALSE,FALSE,0,0,0
311,A Pup Named Scooby-Doo,ABC,2,The Computer Walks Among Us,7.7,40,10/14/1989,23,TV Series,Dinkley 2000,Mechanical,Humanoid,Computer,FALSE,1,Urban,United States,5,TRUE,Bruce Wormsley,1,Competition,FALSE,FALSE,0,0,0
312,A Pup Named Scooby-Doo,ABC,2,Don Gone Scooby,7.2,39,10/21/1989,23,TV Series,NULL,NULL,NULL,NULL,NULL,0,Urban,United States,2,FALSE,Paula P. Casso,1,Assistance,FALSE,FALSE,0,1,0
313,A Pup Named Scooby-Doo,ABC,2,"Terror, Thy Name is Zombo",7.8,38,10/28/1989,23,TV Series,Ghost of Zombo,Ghost,Clown,Human,FALSE,1,Urban,United States,5,TRUE,Joey Jipner,1,Competition,FALSE,FALSE,1,3,0
314,A Pup Named Scooby-Doo,ABC,3,Night of the Boogey Biker,7.1,37,9/8/1990,11,TV Series (segmented),Boogey Biker,Undead,Skeleton,Human,FALSE,1,Urban,United States,2,FALSE,Red Herring,1,Assistance,FALSE,FALSE,0,0,0
315,A Pup Named Scooby-Doo,ABC,3,Dawn of the Spooky Shuttle Scare,7.1,37,9/8/1990,11,TV Series (segmented),Astronaut Ghost,Ghost,Astronaut,Human,FALSE,1,Urban,United States,3,TRUE,Simon Simons,1,Competition,FALSE,FALSE,1,0,0
316,A Pup Named Scooby-Doo,ABC,3,Horror of the Haunted Hairpiece,6.9,35,10/6/1990,23,TV Series,Bigwig,Possessed Object,Humanoid,Hair,FALSE,1,Urban,United States,4,TRUE,Crusty Baker,1,Competition,FALSE,FALSE,0,2,0
317,A Pup Named Scooby-Doo,ABC,3,Wrestle Maniacs,7.2,38,11/3/1990,23,TV Series,Ghost of the Hooded Heifer,Ghost,Wrestler,Human,FALSE,1,Urban,United States,8,TRUE,Herbert Blaum,1,Competition,FALSE,FALSE,0,1,0
318,A Pup Named Scooby-Doo,ABC,4,The Were-Doo of Doo Manor,7.2,40,8/3/1991,23,TV Series,Nasty-Doo,Animal,Hound,Hound,FALSE,1,Urban,United States,2,TRUE,Proff. Digmi,1,Treasure,FALSE,FALSE,1,0,0
319,A Pup Named Scooby-Doo,ABC,4,Catcher on the Sly,6.6,37,8/10/1991,4,TV Series (segmented),NULL,NULL,NULL,NULL,NULL,0,Urban,United States,1,TRUE,Buster McMuttMauler,1,Abduction,FALSE,FALSE,0,0,0
320,A Pup Named Scooby-Doo,ABC,4,The Ghost of Mrs. Shusham,6.6,37,8/10/1991,11,TV Series (segmented),Ghost of Mrs. Shusham,Ghost,Librarian,Human,FALSE,1,Urban,United States,3,TRUE,Bernice Binder,1,Theft,FALSE,FALSE,0,2,0
321,A Pup Named Scooby-Doo,ABC,4,The Wrath of Waitro,6.6,37,8/10/1991,8,TV Series (segmented),NULL,NULL,NULL,NULL,NULL,0,Urban,United States,1,NULL,NULL,0,NULL,FALSE,FALSE,0,2,0
322,A Pup Named Scooby-Doo,ABC,4,Mayhem of the Moving Mollusk,7.2,32,8/17/1991,23,TV Series,Moving Mollusk,Animal,Giant,Snail,FALSE,1,Urban,New York,4,TRUE,Lester Leonard,1,Competition,FALSE,FALSE,1,1,0
323,Johnny Bravo,Cartoon Network,Crossover,Bravo Dooby-Doo,8.4,148,7/25/1997,22,Crossover,Ghostly Gardener,Undead,Ghost,Human,FALSE,1,Rural,United States,1,FALSE,Jebidisa Bravo,1,Trespassing,TRUE,FALSE,0,5,0
324,The Scooby-Doo Project,Cartoon Network,Special,The Scooby-Doo Project,7.4,390,10/31/1999,21,TV Series,"Casper County Monster,Casper County Monster","Animal,Animal","Humanoid,Humanoid","Forest-Monster,Forest-Monster",FALSE,2,Forest,United States,7,TRUE,Some Guy,1,Entertainment,TRUE,TRUE,0,2,0
325,Night of the Living Doo,Cartoon Network,Special,Night of the Living Doo,7.2,256,10/31/2001,16,TV Series,"Zombie,Mummy,Zombie Gary Coleman","Undead,Undead,Undead","Zombie,Mummy,Zombie","Human,Human,Human",FALSE,3,Rural,United States,2,TRUE,Jabberjaw,1,Competition,FALSE,FALSE,0,2,0
326,"Harvey Birdman, Attorney at Law",Adult Swim,Crossover,Shaggy Busted,8.1,133,7/7/2002,12,Crossover,Green Monster,Plant,Humanoid,Weed,FALSE,1,Urban,United States,2,TRUE,Old Man Bakov,0,Competition,FALSE,TRUE,0,0,0
327,What's New Scooby-Doo?,The WB,1,There's No Creature Like Snow Creature,7.5,176,9/14/2002,21,TV Series,Snow Creature,Animal,Humanoid,Ice-Monster,FALSE,1,Snow,United States,6,TRUE,Avalanche Anderson,1,Competition,TRUE,FALSE,0,2,0
328,What's New Scooby-Doo?,The WB,1,3-D Struction,7.4,150,9/21/2002,21,TV Series,Dinosaur Spirit,Animal,Spirit,Dinosaur,FALSE,1,Jungle,Costa Rica,3,TRUE,"Luis Cepeda,Heather Lane",2,Natural Resource,FALSE,FALSE,0,1,0
329,What's New Scooby-Doo?,The WB,1,Space Ape and the Cape,7.6,151,9/28/2002,21,TV Series,The Alien,Extraterrestrial,Alien,Alien,FALSE,1,Urban,United States,4,TRUE,Janet Lawrence,1,Competition,FALSE,FALSE,0,1,0
330,What's New Scooby-Doo?,The WB,1,Big Scare in the Big Easy,7.7,142,10/5/2002,21,TV Series,"Ghost of the Leland Brothers,Ghost of the Leland Brothers","Ghost,Ghost","Soldier,Soldier","Human,Human",FALSE,2,Urban,Louisiana,4,TRUE,Crawdad Mike,1,Competition,FALSE,FALSE,0,4,0
331,What's New Scooby-Doo?,The WB,1,"It's Mean, It's Green, It's the Mystery Machine",7.6,144,10/26/2002,21,TV Series,The Mystery Machine,Possessed Object,Car,Vehicle,FALSE,1,Urban,United States,5,FALSE,Susan Dinwiddle,1,Competition,FALSE,FALSE,0,3,0
332,What's New Scooby-Doo?,The WB,1,Riva Ras Regas,7.5,125,11/2/2002,21,TV Series,Ghost of Rufus Raucaus,Ghost,Phantom,Human,FALSE,1,Urban,Nevada,6,TRUE,Phylidia Flanders,1,Competition,FALSE,FALSE,0,1,0
333,What's New Scooby-Doo?,The WB,1,Roller Ghoster Ride,7.7,133,11/9/2002,21,TV Series,Roller Ghoster,Animal,Humanoid,Beast,FALSE,1,Urban,United States,5,FALSE,Terry,1,Competition,TRUE,FALSE,2,0,0
334,What's New Scooby-Doo?,The WB,1,"Safari, So Goodie!",7.1,130,11/23/2002,21,TV Series,Jungle Demons,Animal,Demon,Animal,FALSE,1,Jungle,Malawi,5,TRUE,"Honey Honsecker,Henry Honsecker",2,Smuggling,FALSE,FALSE,0,2,0
335,What's New Scooby-Doo?,The WB,1,She Sees Sea Monsters by the Sea Shore,7.1,122,11/30/2002,21,TV Series,Motoshondu,Animal,Serpent,Sea-Monster,FALSE,1,Island,United States,4,TRUE,Crunch Granville,1,Preservation,FALSE,FALSE,0,2,0
336,What's New Scooby-Doo?,The WB,1,A Scooby-Doo! Christmas,7.5,137,12/13/2002,21,TV Series,Headless Snowman,Possessed Object,Headless,Snow-Man,FALSE,1,Snow,United States,4,FALSE,Proff. William Fagen Higginson,1,Treasure,FALSE,FALSE,0,2,0
337,What's New Scooby-Doo?,The WB,1,Toy Scary Boo,7.7,122,2/1/2003,21,TV Series,"Spaceman Swintons,Annabel Action Figure,Other Toys","Mechanical,Mechanical,Mechanical","Humanoid,Humanoid,Toy","Toy,Toy,Toy",FALSE,3,Urban,United States,4,TRUE,Walter Claphammer,1,Treasure,FALSE,FALSE,0,2,0
338,What's New Scooby-Doo?,The WB,1,Lights! Camera! Mayhem!,7.5,115,2/15/2003,21,TV Series,Faceless Phantom,Ghost,Phantom,Human,FALSE,1,Urban,California,5,FALSE,Vincent Wong,1,Competition,FALSE,FALSE,0,0,0
339,What's New Scooby-Doo?,The WB,1,Pompii and Circumstance,7.1,110,2/22/2003,21,TV Series,Undead,Ancient,Gladiator,Human,FALSE,1,Rural,Italy,4,TRUE,"Captain Guzman,Ugo DiRinaldi",2,Competition,FALSE,FALSE,0,4,0
340,What's New Scooby-Doo?,The WB,1,The Unnatural,7.3,110,3/22/2003,21,TV Series,Baseball Specter,Ghost,Specter,Human,FALSE,1,Urban,United States,5,TRUE,Bob Taylor,1,Competition,FALSE,FALSE,0,1,0
341,What's New Scooby-Doo?,The WB,2,Big Appetite in Little Tokyo,7.2,112,9/13/2003,21,TV Series,"Ancient One,30 Foot Shaggy","Magician,Animal","Mystic,Giant","Human,Human",FALSE,2,Urban,Japan,3,TRUE,Proff. Pomfrit,1,Competition,FALSE,FALSE,0,3,0
342,What's New Scooby-Doo?,The WB,2,Mummy Scares Best,7.6,102,9/20/2003,21,TV Series,"Mummy of Pharaoh Scamses,Zombies,Zombies,Zombies,Zombies,Zombie Fred,Zombie Daphnie,Zombie Velma","Undead,Undead,Undead,Undead,Undead,Undead,Undead,Undead","Mummy,Zombie,Zombie,Zombie,Zombie,Zombie,Zombie,Zombie","Human,Human,Human,Human,Human,Human,Human,Human",FALSE,8,Desert,Egypt,3,TRUE,"Qasl Al-Famir,Madamoiselle Chantal",2,Competition,FALSE,FALSE,0,1,0
343,What's New Scooby-Doo?,The WB,2,The Fast and the Wormious,7.4,104,9/27/2003,21,TV Series,Gusano Grande,Animal,Giant,Worm,FALSE,1,Desert,Mexico,5,TRUE,Gibby Norton,1,Competition,TRUE,FALSE,0,2,0
344,What's New Scooby-Doo?,The WB,2,The Vampire Strikes Back,7.4,105,10/18/2003,21,TV Series,Baron Fortescu,Undead,Vampire,Human,FALSE,1,Rural,Romania,3,TRUE,"Baron Fortescu,Steve Fortescu",2,Competition,FALSE,FALSE,0,0,0
345,What's New Scooby-Doo?,The WB,2,A Scooby-Doo Halloween,7.6,129,10/25/2003,21,TV Series,"Scarecrows,Ghost of Hank Banning","Possessed Object,Ghost","Scarecrow,Phantom","Human,Human",FALSE,2,Rural,United States,4,TRUE,Marcy,1,Competition,FALSE,FALSE,0,1,0
346,What's New Scooby-Doo?,The WB,2,Homeward Hound,7.2,97,10/25/2003,21,TV Series,Cat Creature,Animal,Humanoid,Cat,FALSE,1,Urban,United States,5,TRUE,"Meadow,Scar,Skull",3,Competition,FALSE,FALSE,0,1,0
347,What's New Scooby-Doo?,The WB,2,The San Franpsycho,7.3,103,3/20/2004,21,TV Series,San Franpsycho,Ancient,Convict,Human,FALSE,1,Urban,California,5,TRUE,Rutie Banez,1,Competition,TRUE,FALSE,0,0,0
348,What's New Scooby-Doo?,The WB,2,Simple Plan and the Invisible Madman,7.5,113,3/22/2004,21,TV Series,Invisible Man,Disguised,Invisible,Human,FALSE,1,Snow,Canada,9,TRUE,"Zeke Zillon,Jack Hunter,Gibby Norton,Eve De La Faye",4,Competition,FALSE,FALSE,5,1,0
349,What's New Scooby-Doo?,The WB,2,Recipe for Disaster,7.5,109,3/23/2004,21,TV Series,"Scooby Snack Monster,Scooby Snack Monster","Possessed Object,Possessed Object","Humanoid,Humanoid","Scooby Snack,Scooby Snack",FALSE,2,Urban,Ohio,4,TRUE,"Penelope Bailey,Trudey Lowe",2,Competition,FALSE,FALSE,0,2,0
350,What's New Scooby-Doo?,The WB,2,Large Dragon at Large,7.5,94,3/24/2004,21,TV Series,Glasburgh Dragon,Mythical,Dragon,Dragon,FALSE,1,Rural,Scotland,5,TRUE,Jamison Steven Ripley,1,Treasure,FALSE,FALSE,0,2,0
351,What's New Scooby-Doo?,The WB,2,Uncle Scooby and Antarctica,7.4,99,3/25/2004,21,TV Series,Fish Creature,Animal,Humanoid,Fish,FALSE,1,Snow,Antarctica,5,FALSE,Monroe Hopper,1,Preservation,FALSE,FALSE,0,2,0
352,What's New Scooby-Doo?,The WB,2,"New Mexico, Old Monster",7.2,96,3/26/2004,21,TV Series,"Wakumi,Shaman","Animal,Ancient","Giant,Shaman","Bird,Human",FALSE,2,Desert,New Mexico,5,TRUE,Henry Thornwald,1,Preservation,FALSE,FALSE,0,2,0
353,What's New Scooby-Doo?,The WB,2,It's All Greek to Scooby,7.4,91,3/27/2004,21,TV Series,Centaur,Mythical,Beast,Centaur,FALSE,1,Rural,Greece,4,TRUE,Susie Smythe,1,Treasure,FALSE,FALSE,0,1,0
354,What's New Scooby-Doo?,The WB,3,Fright House of a Lighthouse,8,128,1/29/2005,21,TV Series,"Creepy Keeper,Skeleton Crew","Undead,Undead","Lighthouse Keeper,Skeleton","Human,Human",FALSE,2,Rural,Wisconsin,3,TRUE,"Crusty McPeet,Verona Dempsey",2,Competition,FALSE,FALSE,0,2,0
355,What's New Scooby-Doo?,The WB,3,"Go West, Young Scoob",7.2,102,2/5/2005,21,TV Series,"Sheriff,Cold Steel,Other Robot Cowboys","Mechanical,Mechanical,Mechanical","Cowboy,Cowboy,Cowboy","Human,Human,Human",FALSE,3,Desert,Arizona,3,TRUE,Gibby Norton,1,Competition,FALSE,FALSE,0,3,0
356,What's New Scooby-Doo?,The WB,3,A Scooby-Doo Valentine,7.5,97,2/11/2005,21,TV Series,"Clone Fred,Clone Daphnie,Clone Velma,Clone Shaggy,Clone Scooby","Mechanical,Mechanical,Mechanical,Mechanical,Mechanical","Clone,Clone,Clone,Clone,Clone","Human,Human,Human,Human,Human",FALSE,5,Urban,United States,5,TRUE,J.C. Chasez,1,Competition,FALSE,FALSE,0,1,0
357,What's New Scooby-Doo?,The WB,3,Wrestle Maniacs,7.4,90,2/12/2005,21,TV Series,Titanic Twist,Undead,Deformed,Human,FALSE,1,Desert,United States,9,FALSE,"Curt Crunch,Connie Crunch",2,Competition,FALSE,FALSE,0,2,0
358,What's New Scooby-Doo?,The WB,3,Ready to Scare,7.5,89,2/19/2005,21,TV Series,Gargoyle,Possessed Object,Statue,Gargoyle,FALSE,1,Urban,France,4,FALSE,"Danica LeBlake,Guy L'Avorton",2,Competition,TRUE,FALSE,0,1,0
359,What's New Scooby-Doo?,The WB,3,Farmed & Dangerous,7.3,101,2/25/2005,21,TV Series,Demon Farmer,Undead,Farmer,Human,FALSE,1,Rural,United States,4,TRUE,Neville Poppenbacher,1,Competition,FALSE,FALSE,0,0,0
360,What's New Scooby-Doo?,The WB,3,Diamonds Are a Ghoul's Best Friend,7,96,3/3/2005,21,TV Series,Frozen Fiend,Undead,Ice,Human,FALSE,1,Urban,Russia,6,TRUE,Galina Korzhakov,1,Theft,FALSE,FALSE,0,0,0
361,What's New Scooby-Doo?,The WB,3,A Terrifying Round with a Menacing Metallic Clown,7.6,105,3/12/2005,21,TV Series,Menacing Metallic Clown,Mechanical,Clown,Human,FALSE,1,Rural,United States,4,FALSE,Mayor Smith Snipper,1,Competition,FALSE,FALSE,1,1,0
362,What's New Scooby-Doo?,The WB,3,Camp Comeoniwannascareya,7.5,100,3/19/2005,21,TV Series,Toxic Terror,Possessed Object,Humanoid,Toxic,FALSE,1,Forest,United States,6,FALSE,Grey,1,Preservation,FALSE,FALSE,0,3,0
363,What's New Scooby-Doo?,The WB,3,Block-Long Hong Kong Terror,7.4,88,3/26/2005,21,TV Series,Dragon,Mythical,Dragon,Dragon,FALSE,1,Urban,Hong Kong,5,TRUE,Wu,1,Competition,FALSE,FALSE,1,2,0
364,What's New Scooby-Doo?,The WB,3,"Gentlemen, Start Your Monsters!",7.3,87,4/2/2005,21,TV Series,Skeleton Driver,Undead,Skeleton,Human,FALSE,1,Urban,United States,5,TRUE,"Jimmy,Cindy",2,Competition,FALSE,FALSE,0,0,0
365,What's New Scooby-Doo?,The WB,3,Gold Paw,7.4,84,4/9/2005,21,TV Series,Gold Monster,Possessed Object,Humanoid,Gold,FALSE,1,Rural,Kentukey,5,TRUE,Drill Sergeant Payne,1,Competition,FALSE,FALSE,0,2,0
366,What's New Scooby-Doo?,The WB,3,Reef Grief!,7.5,92,4/19/2005,21,TV Series,"Coral Creature,Sand Monsters","Plant,Possessed Object","Humanoid,Sand","Coral,Human",TRUE,2,Coast,Australia,5,TRUE,Spencer Johnson,1,Competition,FALSE,FALSE,8,1,0
367,What's New Scooby-Doo?,Cartoon Network,3,E-Scream,7.4,91,7/21/2006,21,TV Series,Osomons,Animal,Little,Osomons,FALSE,1,Urban,California,5,NULL,NULL,0,Simulation,FALSE,FALSE,0,0,0
368,Shaggy & Scooby-Doo Get a Clue!,The CW,1,Shags to Riches,6.1,29,9/23/2006,23,TV Series,"Dr. Phineus Phibes,Agent 1,Agent 2,Agent 3,Agent 4,Agent 5,Agent 6,Agent 7,Agent,8,Agent,9,Agent 10,Agent 11,Agent 12,Agent 13,Dr. Trebal","Super-Villain,Disguised,Disguised,Disguised,Disguised,Disguised,Disguised,Disguised,Disguised,Disguised,Disguised,Disguised,Disguised,Disguised,Dr. Trebal","Doctor,Agent,Agent,Agent,Agent,Agent,Agent,Agent,Agent,Agent,Agent,Agent,Agent,Agent,Doctor","Human,Human,Human,Human,Human,Human,Human,Human,Human,Human,Human,Human,Human,Human,Human,Human",TRUE,15,Urban,United States,0,NULL,NULL,0,Theft,FALSE,FALSE,1,2,0
369,Shaggy & Scooby-Doo Get a Clue!,The CW,1,High Society Scooby,6,22,10/7/2006,23,TV Series,"Dr. Phineus Phibes,Agent 1,Agent 2,Agent 3,Agent 8,Agent 11,Dr. Trebla","Super-Villain,Disguised,Disguised,Disguised,Disguised,Disguised,Super-Villain","Doctor,Agent,Agent,Agent,Agent,Agent,Doctor","Human,Human,Human,Human,Human,Human,Human",TRUE,7,Urban,United States,4,NULL,NULL,0,Conquest,FALSE,FALSE,1,3,0
370,Shaggy & Scooby-Doo Get a Clue!,The CW,1,Party Arty,5.9,19,11/4/2006,23,TV Series,"Dr. Phineus Phibes,A.R.T.,Agent 2,Dr. Trebla","Super-Villain,Mechanical,Disguised,Super-Villain","Doctor,Robot,Agent,Doctor","Human,Object,Human,Human",TRUE,4,Urban,United States,1,NULL,NULL,0,Abduction,FALSE,FALSE,1,1,0
371,Shaggy & Scooby-Doo Get a Clue!,The CW,1,Smart House,5.9,17,11/11/2006,23,TV Series,"Dr. Phineus Phibes,Dr. Trebla,Kevin,Mark,Ricky,Agent 1,Agent 2","Super-Villain,Super-Villain,Mechanical,Super-Villain,Super-Villain,Disguised,Disguised","Doctor,Doctor,Computer,Nerd,Nerd,Agent,Agent","Human,Human,Object,Human,Human,Human,Human",TRUE,7,Urban,United States,1,NULL,NULL,0,Conquest,FALSE,FALSE,1,2,0
372,Shaggy & Scooby-Doo Get a Clue!,The CW,1,Lightning Strikes Twice,5.5,17,11/18/2006,22,TV Series,"Dr. Phineus Phibes,Agent 1,Agent 2,Agent 3,Agent 4,Agent 7,Agent 10,Agent 11,Agent 12,Agent 13,Dr. Trebla","Super-Villain,Disguised,Disguised,Disguised,Disguised,Disguised,Disguised,Disguised,Disguised,Disguised,Super-Villain","Doctor,Agent,Agent,Agent,Agent,Agent,Agent,Agent,Agent,Agent,Doctor","Human,Human,Human,Human,Human,Human,Human,Human,Human,Human,Human",TRUE,11,Space,Space,0,NULL,NULL,0,Conquest,FALSE,FALSE,1,1,0
373,Shaggy & Scooby-Doo Get a Clue!,The CW,1,Don't Feed the Animals,5.8,18,2/2/2007,23,TV Series,"Dr. Phineus Phibes,Bruce,Brucey,Agent 13,Mark,Ricky,Dr. Trebla","Super-Villain,Super-Villain,Super-Villain,Disguised,Super-Villain,Super-Villain,Super-Villain","Doctor,Poacher,Poacher,Agent,Nerd,Nerd,Doctor","Human,Human,Human,Human,Human,Human,Human",TRUE,7,Jungle,South America,1,NULL,NULL,0,Treasure,FALSE,FALSE,5,1,0
374,Shaggy & Scooby-Doo Get a Clue!,The CW,1,Mysterty of the Missing Mystery Solvers,6.9,17,2/10/2007,23,TV Series,"Dr. Phineus Phibes,Agent 4,Agent 13","Super-Villain,Disguised,Disguised","Doctor,Agent,Agent","Human,Human,Human",TRUE,3,Forest,United States,9,NULL,NULL,0,Abduction,FALSE,FALSE,1,3,0
375,Shaggy & Scooby-Doo Get a Clue!,The CW,1,Almost Ghosts,6.1,20,2/24/2007,23,TV Series,"Dr. Phineus Phibes,Dr. Trebla,Agent 1,Agent 2,Mark,Ricky","Super-Villain,Super-Villain,Disguised,Disguised,Super-Villain,Super-Villain","Doctor,Doctor,Agent,Agent,Nerd,Nerd","Human,Human,Human,Human,Human,Human",TRUE,6,Rural,United States,1,NULL,NULL,0,Theft,FALSE,FALSE,1,2,0
376,Shaggy & Scooby-Doo Get a Clue!,The CW,1,Pole to Pole,6.1,14,3/3/2007,22,TV Series,"Dr. Phineus Phibes,Dr. Trebla,Dr. Speed,Agent 1,Agent 2,Agent 5,Agent 6,Agent 8,Agent 11,Agent 12,Agent 13","Super-Villain,Super-Villain,Super-Villain,Disguised,Disguised,Disguised,Disguised,Disguised,Disguised,Disguised,Disguised","Doctor,Doctor,Doctor,Agent,Agent,Agent,Agent,Agent,Agent,Agent,Agent","Human,Human,Human,Human,Human,Human,Human,Human,Human,Human,Human",TRUE,11,Rural,United States,0,NULL,NULL,0,Conquest,FALSE,FALSE,0,0,0
377,Shaggy & Scooby-Doo Get a Clue!,The CW,1,Big Trouble,5.9,17,4/28/2007,23,TV Series,"Dr. Phineus Phibes,Dr. Trebla,Agent 1,Agent 2,Mark,Ricky,Agent,4,Agent 7,Agent 11","Super-Villain,Super-Villain,Disguised,Disguised,Super-Villain,Super-Villain,Disguised,Disguised,Disguised","Doctor,Doctor,Agent,Agent,Nerd,Nerd,Agent,Agent,Agent","Human,Human,Human,Human,Human,Human,Human,Human,Human",TRUE,9,Desert,United States,0,NULL,NULL,0,Conquest,FALSE,FALSE,1,1,0
378,Shaggy & Scooby-Doo Get a Clue!,The CW,2,Shaggy and Scooby World,5.3,15,9/22/2007,23,TV Series,"Dr. Phineus Phibes,Dr. Trebla,Agent 1,Agent 2,Agent 5,Agent 6,Agent 7,Agent 9,Mark,Ricky","Super-Villain,Super-Villain,Disguised,Disguised,Disguised,Disguised,Disguised,Disguised,Super-Villain,Super-Villain","Doctor,Doctor,Agent,Agent,Agent,Agent,Agent,Agent,Nerd,Nerd","Human,Human,Human,Human,Human,Human,Human,Human,Human,Human",TRUE,10,Urban,United States,0,NULL,NULL,0,Conquest,FALSE,FALSE,1,1,0
