respondentID,travel_frequency,recline,height,children,arm_rests,middle_arm_rest,window_shade,unsold_seat,talkative,get_up,recline_obligation,rude_recline,remove_recline,switch_friend,switch_family,wakeup_bathroom,wakeup_walk,baby,unruly_children,electronics,smoke,gender,age,income,education,college,region
712,Occasionally,Never,62,No,The person in the middle seat gets both arm rests,Whoever puts their arm on the arm rest first,The person in the window seat should have exclusive control,No,No,Twice,"Yes, they should not recline their chair if the person behind them asks them not to",Somewhat,No,Yes,Somewhat,No,Yes,No,Somewhat,No,No,Female,71,$100-150k,Some college or Associate degree,college,New England
713,Occasionally,Once in a while,69,No,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,No,No,Four times,"Yes, they should not recline their chair if the person behind them asks them not to",No,No,No,No,No,Somewhat,No,Somewhat,No,No,not_Female,52,>$150k,Bachelor degree,college,Middle Atlantic
714,Occasionally,Usually,69,Yes,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,No,No,Four times,"Yes, they should not recline their chair if the person behind them asks them not to",No,Yes,Somewhat,No,No,No,No,Somewhat,No,No,not_Female,55,$100-150k,Bachelor degree,college,East North Central
715,Occasionally,Usually,62,No,The people in the aisle and window seats get both arm rests,The arm rests should be shared,Everyone in the row should have some say,No,Somewhat,Twice,"No, the person on the flight has no obligation to the person behind them",No,No,No,No,No,Yes,No,Yes,Yes,No,Female,32,>$150k,Bachelor degree,college,Middle Atlantic
716,Occasionally,Once in a while,62,No,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,Somewhat,No,Three times,"Yes, they should not recline their chair if the person behind them asks them not to",No,No,No,No,No,Somewhat,No,Somewhat,No,No,Female,56,$100-150k,Some college or Associate degree,college,South Atlantic
717,Occasionally,Never,65,No,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,No,No,Twice,"Yes, they should not recline their chair if the person behind them asks them not to",Somewhat,Yes,Somewhat,No,Somewhat,Yes,No,Yes,No,No,Female,26,$100-150k,Bachelor degree,college,East North Central
718,Occasionally,Usually,73,No,Other (please specify),Other (please specify),Everyone in the row should have some say,No,No,Three times,"Yes, they should not recline their chair if the person behind them asks them not to",No,No,No,No,No,No,Somewhat,Yes,No,No,not_Female,42,$25-50k,Graduate degree,college,East South Central
719,Occasionally,Usually,75,Yes,The arm rests should be shared,The arm rests should be shared,The person in the window seat should have exclusive control,No,No,More than five times times,"No, the person on the flight has no obligation to the person behind them",Somewhat,No,No,No,No,No,Somewhat,Somewhat,No,No,not_Female,39,>$150k,Bachelor degree,college,East North Central
720,Occasionally,Never,67,No,The arm rests should be shared,The arm rests should be shared,The person in the window seat should have exclusive control,No,No,Twice,"Yes, they should not recline their chair if the person behind them asks them not to",Somewhat,Yes,No,No,Somewhat,Yes,No,Yes,No,No,Female,29,<$25k,Bachelor degree,college,East South Central
721,Occasionally,Once in a while,62,Yes,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,No,No,More than five times times,"Yes, they should not recline their chair if the person behind them asks them not to",No,No,No,No,No,No,No,Somewhat,No,No,Female,52,$25-50k,Bachelor degree,college,Middle Atlantic
722,Occasionally,Once in a while,65,No,The person in the middle seat gets both arm rests,Whoever puts their arm on the arm rest first,The person in the window seat should have exclusive control,Somewhat,No,Twice,"No, the person on the flight has no obligation to the person behind them",No,No,Yes,Somewhat,Somewhat,Yes,No,Somewhat,No,No,Female,62,$25-50k,High school degree,HS,Middle Atlantic
723,Occasionally,Never,63,No,The person in the middle seat gets both arm rests,Whoever puts their arm on the arm rest first,The person in the window seat should have exclusive control,No,No,Twice,"Yes, they should not recline their chair if the person behind them asks them not to",Yes,Yes,Yes,Yes,No,Somewhat,No,Somewhat,No,No,Female,80,$100-150k,Graduate degree,college,East North Central
724,Occasionally,Usually,66,No,Whoever puts their arm on the arm rest first,Whoever puts their arm on the arm rest first,Everyone in the row should have some say,Somewhat,No,Three times,"Yes, they should not recline their chair if the person behind them asks them not to",Yes,Yes,Somewhat,Somewhat,No,No,Somewhat,Yes,No,No,Female,63,$100-150k,Graduate degree,college,Pacific
725,Occasionally,Never,63,No,The arm rests should be shared,The arm rests should be shared,The person in the window seat should have exclusive control,No,No,Once,"Yes, they should not recline their chair if the person behind them asks them not to",Yes,Yes,No,No,Somewhat,Somewhat,No,Somewhat,No,No,Female,75,$50-100k,Some college or Associate degree,college,East South Central
726,Occasionally,Once in a while,67,Yes,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,No,Somewhat,Three times,"Yes, they should not recline their chair if the person behind them asks them not to",Somewhat,No,Yes,Somewhat,Yes,Yes,No,Yes,No,No,not_Female,26,$50-100k,Bachelor degree,college,South Atlantic
727,Occasionally,Usually,62,No,The arm rests should be shared,Whoever puts their arm on the arm rest first,Everyone in the row should have some say,No,No,Three times,"No, the person on the flight has no obligation to the person behind them",No,No,No,No,No,No,No,Yes,No,No,Female,45,<$25k,Some college or Associate degree,college,
728,Occasionally,Never,68,Yes,The arm rests should be shared,The arm rests should be shared,The person in the window seat should have exclusive control,No,Somewhat,Twice,"Yes, they should not recline their chair if the person behind them asks them not to",Yes,Yes,No,No,No,Somewhat,Somewhat,Somewhat,No,No,Female,56,$50-100k,Graduate degree,college,East North Central
729,Occasionally,Always,71,Yes,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,No,No,Four times,"Yes, they should not recline their chair if the person behind them asks them not to",No,No,No,No,No,Somewhat,No,Somewhat,No,No,not_Female,42,$50-100k,Some college or Associate degree,college,East North Central
730,Occasionally,Usually,70,Yes,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,Somewhat,No,Four times,"No, the person on the flight has no obligation to the person behind them",No,No,No,No,Somewhat,Somewhat,No,Somewhat,No,No,not_Female,30,$25-50k,Bachelor degree,college,East South Central
731,Occasionally,Once in a while,72,No,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,No,Yes,Twice,"No, the person on the flight has no obligation to the person behind them",No,No,No,No,No,No,Somewhat,Yes,No,No,not_Female,78,$50-100k,Graduate degree,college,New England
732,Occasionally,About half the time,64,No,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,No,No,Three times,"No, the person on the flight has no obligation to the person behind them",No,No,No,No,No,Somewhat,No,No,No,No,Female,69,$50-100k,Some college or Associate degree,college,South Atlantic
733,Occasionally,Always,72,No,The arm rests should be shared,The arm rests should be shared,The person in the window seat should have exclusive control,No,No,Three times,"No, the person on the flight has no obligation to the person behind them",No,No,No,No,No,No,No,Yes,No,No,not_Female,73,$50-100k,Some college or Associate degree,college,West South Central
734,Occasionally,Never,65,No,The arm rests should be shared,The arm rests should be shared,The person in the window seat should have exclusive control,No,No,Once,"Yes, they should not recline their chair if the person behind them asks them not to",Yes,Yes,Somewhat,Somewhat,Somewhat,Somewhat,No,Somewhat,No,No,Female,68,$50-100k,Graduate degree,college,South Atlantic
735,Occasionally,Usually,64,No,The arm rests should be shared,Whoever puts their arm on the arm rest first,Everyone in the row should have some say,Somewhat,No,Once,"No, the person on the flight has no obligation to the person behind them",No,Yes,No,No,No,No,No,Somewhat,No,No,Female,83,$100-150k,Some college or Associate degree,college,Pacific
736,Occasionally,Once in a while,68,No,The arm rests should be shared,The arm rests should be shared,The person in the window seat should have exclusive control,No,Somewhat,Three times,"Yes, they should not recline their chair if the person behind them asks them not to",Somewhat,Yes,No,No,Somewhat,Somewhat,No,Somewhat,No,No,Female,60,$100-150k,Some college or Associate degree,college,New England
737,Occasionally,Never,70,Yes,The arm rests should be shared,The arm rests should be shared,The person in the window seat should have exclusive control,No,No,Once,"No, the person on the flight has no obligation to the person behind them",No,No,No,No,Somewhat,Yes,No,No,No,No,not_Female,55,$50-100k,Some college or Associate degree,college,Middle Atlantic
738,Occasionally,Never,62,No,The arm rests should be shared,The arm rests should be shared,The person in the window seat should have exclusive control,Somewhat,Somewhat,More than five times times,"Yes, they should not recline their chair if the person behind them asks them not to",Somewhat,Yes,Somewhat,Somewhat,No,Somewhat,No,Somewhat,No,No,Female,19,$100-150k,Some college or Associate degree,college,South Atlantic
739,Occasionally,Never,66,No,The arm rests should be shared,The arm rests should be shared,The person in the window seat should have exclusive control,No,Yes,Twice,"Yes, they should not recline their chair if the person behind them asks them not to",Somewhat,Yes,No,No,Somewhat,Yes,Yes,Yes,Yes,No,Female,22,$25-50k,Some college or Associate degree,college,Middle Atlantic
740,Occasionally,Always,68,No,Whoever puts their arm on the arm rest first,Whoever puts their arm on the arm rest first,The person in the window seat should have exclusive control,No,No,Three times,"Yes, they should not recline their chair if the person behind them asks them not to",Somewhat,No,No,No,No,No,No,Somewhat,No,No,not_Female,54,$25-50k,High school degree,HS,East North Central
741,Occasionally,Never,64,No,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,Somewhat,No,Four times,"Yes, they should not recline their chair if the person behind them asks them not to",Somewhat,Yes,No,No,Somewhat,Somewhat,No,Somewhat,No,No,Female,84,$25-50k,Some college or Associate degree,college,Middle Atlantic
742,Occasionally,Never,66,No,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,Somewhat,No,Three times,"Yes, they should not recline their chair if the person behind them asks them not to",Yes,No,No,No,No,No,Yes,Yes,No,No,not_Female,48,$100-150k,Graduate degree,college,South Atlantic
743,Occasionally,Usually,72,Yes,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,Somewhat,No,Four times,"No, the person on the flight has no obligation to the person behind them",No,No,Yes,Yes,No,Somewhat,No,Somewhat,No,No,not_Female,49,$50-100k,Some college or Associate degree,college,Middle Atlantic
744,Occasionally,Usually,69,No,The arm rests should be shared,The arm rests should be shared,The person in the window seat should have exclusive control,No,No,Four times,"No, the person on the flight has no obligation to the person behind them",No,No,No,No,No,Somewhat,No,No,No,No,not_Female,42,$50-100k,Graduate degree,college,Pacific
745,Occasionally,Once in a while,69,Yes,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,Somewhat,No,Once,"No, the person on the flight has no obligation to the person behind them",No,No,Somewhat,Somewhat,No,Somewhat,Somewhat,Yes,No,No,Female,31,$50-100k,Some college or Associate degree,college,West South Central
746,Occasionally,About half the time,65,No,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,No,Yes,Twice,"Yes, they should not recline their chair if the person behind them asks them not to",Somewhat,No,Somewhat,Somewhat,No,Somewhat,Yes,Yes,No,No,Female,48,$50-100k,Some college or Associate degree,college,West South Central
747,Occasionally,Always,71,No,The person in the middle seat gets both arm rests,The person in aisle,The person in the window seat should have exclusive control,No,No,Twice,"Yes, they should not recline their chair if the person behind them asks them not to",No,Yes,Somewhat,No,No,Somewhat,Somewhat,Yes,No,No,not_Female,45,$100-150k,Bachelor degree,college,Middle Atlantic
748,Occasionally,Once in a while,69,No,The arm rests should be shared,The person by the window,The person in the window seat should have exclusive control,No,No,Three times,"No, the person on the flight has no obligation to the person behind them",Somewhat,No,No,No,Somewhat,Somewhat,No,Yes,No,No,not_Female,35,$50-100k,High school degree,HS,West South Central
749,Occasionally,Once in a while,75,No,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,No,No,Twice,"Yes, they should not recline their chair if the person behind them asks them not to",No,No,No,No,No,Somewhat,No,No,No,No,not_Female,57,$100-150k,Graduate degree,college,West North Central
750,Occasionally,Always,65,Yes,The arm rests should be shared,The arm rests should be shared,The person in the window seat should have exclusive control,No,No,Three times,"No, the person on the flight has no obligation to the person behind them",No,No,No,No,Somewhat,Somewhat,No,No,No,No,Female,53,$100-150k,Bachelor degree,college,East North Central
751,Occasionally,Never,64,Yes,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,No,No,Twice,"Yes, they should not recline their chair if the person behind them asks them not to",Yes,Yes,No,No,No,Somewhat,No,Somewhat,No,No,Female,52,$25-50k,High school degree,HS,East North Central
752,Occasionally,Usually,68,No,Whoever puts their arm on the arm rest first,The person in aisle,The person in the window seat should have exclusive control,Somewhat,Somewhat,Four times,"No, the person on the flight has no obligation to the person behind them",Somewhat,Yes,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,No,Yes,No,not_Female,53,$25-50k,Graduate degree,college,South Atlantic
753,Occasionally,Never,61,No,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,No,No,Twice,"Yes, they should not recline their chair if the person behind them asks them not to",Somewhat,No,No,No,No,No,No,No,No,No,Female,52,>$150k,Graduate degree,college,East North Central
754,Occasionally,Usually,66,No,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,No,No,Three times,"No, the person on the flight has no obligation to the person behind them",No,No,No,No,Somewhat,No,No,No,No,No,Female,42,$25-50k,Bachelor degree,college,South Atlantic
755,Occasionally,Once in a while,69,No,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,No,No,Three times,"Yes, they should not recline their chair if the person behind them asks them not to",No,Yes,No,No,No,Somewhat,No,Yes,No,No,not_Female,72,$100-150k,Some college or Associate degree,college,South Atlantic
756,Occasionally,Usually,64,No,The arm rests should be shared,The arm rests should be shared,The person in the window seat should have exclusive control,No,Somewhat,Once,"No, the person on the flight has no obligation to the person behind them",No,No,No,No,No,Yes,Yes,Yes,No,No,Female,58,$50-100k,Graduate degree,college,Middle Atlantic
757,Occasionally,Usually,60,Yes,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,No,No,Four times,"No, the person on the flight has no obligation to the person behind them",No,No,Somewhat,No,No,No,No,Somewhat,No,No,Female,59,$50-100k,Some college or Associate degree,college,New England
758,Occasionally,Once in a while,72,Yes,The arm rests should be shared,The person by the window,Everyone in the row should have some say,No,No,Three times,"No, the person on the flight has no obligation to the person behind them",No,No,No,No,No,No,No,No,No,No,not_Female,59,$50-100k,Bachelor degree,college,East North Central
759,Occasionally,Once in a while,67,No,The arm rests should be shared,The arm rests should be shared,The person in the window seat should have exclusive control,Somewhat,No,Twice,"No, the person on the flight has no obligation to the person behind them",No,No,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Yes,No,No,Female,50,$100-150k,Bachelor degree,college,New England
760,Occasionally,Once in a while,68,Yes,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,No,No,Three times,"Yes, they should not recline their chair if the person behind them asks them not to",Somewhat,Yes,Somewhat,No,No,No,Somewhat,Somewhat,No,No,Female,31,$50-100k,Bachelor degree,college,East North Central
761,Occasionally,Usually,64,Yes,The arm rests should be shared,Whoever puts their arm on the arm rest first,The person in the window seat should have exclusive control,No,No,Once,"No, the person on the flight has no obligation to the person behind them",No,No,No,No,Yes,Yes,No,No,No,No,Female,31,$50-100k,Bachelor degree,college,East North Central
762,Occasionally,About half the time,63,No,The arm rests should be shared,Whoever puts their arm on the arm rest first,The person in the window seat should have exclusive control,No,No,Once,"Yes, they should not recline their chair if the person behind them asks them not to",No,No,No,No,Somewhat,Somewhat,No,No,No,No,Female,20,>$150k,Bachelor degree,college,New England
763,Occasionally,Once in a while,74,No,The arm rests should be shared,The arm rests should be shared,The person in the window seat should have exclusive control,No,No,Three times,"No, the person on the flight has no obligation to the person behind them",No,No,No,No,Somewhat,Somewhat,No,Yes,Yes,No,not_Female,54,$100-150k,Some college or Associate degree,college,Middle Atlantic
764,Occasionally,Once in a while,70,Yes,The person in the middle seat gets both arm rests,The arm rests should be shared,Everyone in the row should have some say,No,No,Twice,"No, the person on the flight has no obligation to the person behind them",No,No,No,No,No,No,No,No,Yes,No,not_Female,50,$100-150k,Bachelor degree,college,East North Central
765,Occasionally,Once in a while,64,Yes,The people in the aisle and window seats get both arm rests,The arm rests should be shared,Everyone in the row should have some say,No,No,Twice,"Yes, they should not recline their chair if the person behind them asks them not to",Somewhat,Yes,No,No,Somewhat,Somewhat,No,Yes,No,No,Female,39,$50-100k,Graduate degree,college,West North Central
766,Occasionally,Once in a while,64,No,The arm rests should be shared,The arm rests should be shared,The person in the window seat should have exclusive control,No,No,Twice,"Yes, they should not recline their chair if the person behind them asks them not to",No,Yes,No,No,No,Somewhat,No,Somewhat,Yes,No,Female,21,$50-100k,Bachelor degree,college,South Atlantic
767,Occasionally,Always,67,No,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,No,No,Twice,"Yes, they should not recline their chair if the person behind them asks them not to",No,Yes,No,No,No,Somewhat,No,Somewhat,No,No,not_Female,56,$50-100k,Some college or Associate degree,college,Middle Atlantic
768,Occasionally,Once in a while,62,No,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,No,No,It is not okay to get up during flight,"Yes, they should not recline their chair if the person behind them asks them not to",Somewhat,Yes,No,No,Somewhat,Somewhat,Somewhat,Yes,No,No,Female,84,<$25k,Bachelor degree,college,New England
769,Occasionally,Usually,72,No,The arm rests should be shared,Other (please specify),The person in the window seat should have exclusive control,Somewhat,Somewhat,Four times,"Yes, they should not recline their chair if the person behind them asks them not to",No,No,Somewhat,No,No,Somewhat,No,Somewhat,Yes,No,not_Female,19,<$25k,Some college or Associate degree,college,Mountain
770,Occasionally,Usually,70,Yes,Whoever puts their arm on the arm rest first,Whoever puts their arm on the arm rest first,The person in the window seat should have exclusive control,No,No,More than five times times,"No, the person on the flight has no obligation to the person behind them",No,No,Somewhat,Somewhat,No,Somewhat,No,Somewhat,No,No,not_Female,41,$100-150k,Graduate degree,college,New England
771,Occasionally,Once in a while,62,Yes,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,Somewhat,Somewhat,Three times,"Yes, they should not recline their chair if the person behind them asks them not to",Somewhat,Yes,No,No,Somewhat,Yes,No,Somewhat,No,No,Female,22,$50-100k,Bachelor degree,college,East North Central
772,Occasionally,Never,74,No,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,No,No,Three times,"Yes, they should not recline their chair if the person behind them asks them not to",Yes,No,No,No,Somewhat,Somewhat,No,Somewhat,No,No,Female,26,$100-150k,Graduate degree,college,Pacific
773,Occasionally,Usually,60,No,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,Somewhat,Somewhat,Three times,"No, the person on the flight has no obligation to the person behind them",No,Yes,No,No,No,Yes,No,Somewhat,No,No,Female,22,$50-100k,High school degree,HS,Middle Atlantic
774,Occasionally,About half the time,63,No,Other (please specify),Other (please specify),Everyone in the row should have some say,No,No,Twice,"Yes, they should not recline their chair if the person behind them asks them not to",No,No,Somewhat,Somewhat,No,No,No,Somewhat,No,No,not_Female,73,$50-100k,Graduate degree,college,East North Central
775,Occasionally,Never,74,No,The arm rests should be shared,The person by the window,The person in the window seat should have exclusive control,No,No,Three times,"Yes, they should not recline their chair if the person behind them asks them not to",Somewhat,Yes,No,No,No,Somewhat,Somewhat,Yes,No,No,not_Female,67,$50-100k,Bachelor degree,college,Middle Atlantic
776,Occasionally,About half the time,62,No,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,No,Somewhat,More than five times times,"No, the person on the flight has no obligation to the person behind them",No,No,Somewhat,Somewhat,No,No,No,Yes,No,No,Female,78,$25-50k,Some college or Associate degree,college,Mountain
777,Occasionally,About half the time,69,No,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,No,Somewhat,Four times,"No, the person on the flight has no obligation to the person behind them",No,No,No,No,No,Yes,No,Yes,No,No,not_Female,26,$25-50k,Graduate degree,college,Pacific
778,Occasionally,Once in a while,72,Yes,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,No,No,Three times,"No, the person on the flight has no obligation to the person behind them",Somewhat,No,No,No,No,No,No,Somewhat,Yes,No,not_Female,39,$50-100k,Bachelor degree,college,West South Central
779,Occasionally,Never,65,No,The arm rests should be shared,The arm rests should be shared,The person in the window seat should have exclusive control,No,No,Three times,"Yes, they should not recline their chair if the person behind them asks them not to",No,No,No,No,No,Somewhat,No,Somewhat,No,No,Female,58,$25-50k,High school degree,HS,East South Central
780,Occasionally,Once in a while,64,No,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,No,No,Twice,"Yes, they should not recline their chair if the person behind them asks them not to",No,No,No,No,No,Yes,Somewhat,Yes,Yes,No,Female,27,$50-100k,Some college or Associate degree,college,Pacific
781,Occasionally,Never,67,No,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,No,No,Four times,"Yes, they should not recline their chair if the person behind them asks them not to",Somewhat,No,No,No,Somewhat,Somewhat,No,Yes,No,No,not_Female,66,$50-100k,Graduate degree,college,East North Central
782,Occasionally,Never,64,Yes,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,No,No,Three times,"Yes, they should not recline their chair if the person behind them asks them not to",Somewhat,Yes,No,No,Somewhat,Somewhat,Somewhat,Somewhat,No,No,Female,21,$25-50k,Some college or Associate degree,college,Pacific
783,Occasionally,Once in a while,64,No,The person in the middle seat gets both arm rests,The arm rests should be shared,Everyone in the row should have some say,Somewhat,Somewhat,Once,"Yes, they should not recline their chair if the person behind them asks them not to",Somewhat,No,Somewhat,No,Somewhat,Somewhat,No,No,No,No,Female,84,$50-100k,Graduate degree,college,East North Central
784,Occasionally,Usually,61,Yes,The person in the middle seat gets both arm rests,Whoever puts their arm on the arm rest first,The person in the window seat should have exclusive control,No,Somewhat,Twice,"Yes, they should not recline their chair if the person behind them asks them not to",No,No,Somewhat,Somewhat,Somewhat,Somewhat,No,No,No,No,Female,43,$50-100k,Some college or Associate degree,college,Pacific
785,Occasionally,Once in a while,62,No,The arm rests should be shared,The arm rests should be shared,The person in the window seat should have exclusive control,No,No,Twice,"No, the person on the flight has no obligation to the person behind them",Somewhat,No,Somewhat,No,Yes,Yes,Somewhat,Somewhat,No,No,not_Female,21,$50-100k,Bachelor degree,college,West South Central
786,Occasionally,Always,68,No,The arm rests should be shared,The arm rests should be shared,The person in the window seat should have exclusive control,No,No,Four times,"No, the person on the flight has no obligation to the person behind them",No,No,No,No,No,No,No,Somewhat,No,No,Female,32,>$150k,Graduate degree,college,Pacific
787,Occasionally,Usually,73,No,Other (please specify),The arm rests should be shared,The person in the window seat should have exclusive control,No,No,Twice,"Yes, they should not recline their chair if the person behind them asks them not to",No,No,No,No,Somewhat,Yes,Somewhat,Yes,Yes,No,not_Female,42,$50-100k,Bachelor degree,college,New England
788,Occasionally,Never,64,No,The arm rests should be shared,The arm rests should be shared,The person in the window seat should have exclusive control,No,No,Twice,"Yes, they should not recline their chair if the person behind them asks them not to",Yes,Yes,Yes,Somewhat,No,Somewhat,No,No,No,No,Female,32,$50-100k,Some college or Associate degree,college,Pacific
789,Occasionally,About half the time,64,Yes,Whoever puts their arm on the arm rest first,Whoever puts their arm on the arm rest first,Everyone in the row should have some say,No,No,More than five times times,"Yes, they should not recline their chair if the person behind them asks them not to",No,No,No,No,No,Somewhat,No,Somewhat,No,No,not_Female,37,<$25k,Some college or Associate degree,college,New England
790,Occasionally,Once in a while,70,No,The arm rests should be shared,Whoever puts their arm on the arm rest first,Everyone in the row should have some say,No,No,Three times,"No, the person on the flight has no obligation to the person behind them",Somewhat,Yes,No,No,Somewhat,Yes,No,Somewhat,No,No,not_Female,45,$100-150k,Graduate degree,college,Mountain
791,Occasionally,Once in a while,71,No,Whoever puts their arm on the arm rest first,Whoever puts their arm on the arm rest first,The person in the window seat should have exclusive control,No,No,Three times,"Yes, they should not recline their chair if the person behind them asks them not to",Yes,Yes,No,No,No,Somewhat,Yes,Yes,Yes,No,not_Female,59,>$150k,Graduate degree,college,Pacific
792,Occasionally,Once in a while,68,No,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,No,No,Three times,"No, the person on the flight has no obligation to the person behind them",Somewhat,Yes,No,No,No,Somewhat,No,Somewhat,No,No,not_Female,71,$50-100k,Graduate degree,college,Middle Atlantic
793,Occasionally,Once in a while,65,No,Other (please specify),Whoever puts their arm on the arm rest first,The person in the window seat should have exclusive control,No,No,Twice,"Yes, they should not recline their chair if the person behind them asks them not to",Somewhat,No,No,No,Somewhat,Yes,Yes,Yes,No,No,Female,19,$25-50k,Some college or Associate degree,college,Pacific
794,Occasionally,Always,69,Yes,The arm rests should be shared,The arm rests should be shared,The person in the window seat should have exclusive control,No,No,It is not okay to get up during flight,"No, the person on the flight has no obligation to the person behind them",No,Yes,No,No,No,Yes,No,Somewhat,No,No,not_Female,51,$25-50k,Some college or Associate degree,college,Pacific
795,Occasionally,Never,69,No,The arm rests should be shared,The arm rests should be shared,The person in the window seat should have exclusive control,No,No,Twice,"Yes, they should not recline their chair if the person behind them asks them not to",Yes,Yes,Yes,Yes,Somewhat,Yes,Yes,Yes,No,No,Female,28,<$25k,Bachelor degree,college,Mountain
796,Occasionally,Never,66,No,Other (please specify),Other (please specify),Everyone in the row should have some say,No,No,Three times,"Yes, they should not recline their chair if the person behind them asks them not to",Somewhat,Yes,No,No,No,Somewhat,No,Yes,No,No,Female,19,<$25k,Bachelor degree,college,East North Central
797,Occasionally,Always,65,Yes,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,No,No,Three times,"No, the person on the flight has no obligation to the person behind them",No,No,Somewhat,Somewhat,Somewhat,Somewhat,No,No,No,No,Female,56,$100-150k,Graduate degree,college,Middle Atlantic
798,Occasionally,Never,69,No,The arm rests should be shared,The arm rests should be shared,The person in the window seat should have exclusive control,Somewhat,No,Twice,"Yes, they should not recline their chair if the person behind them asks them not to",Yes,Yes,Somewhat,Somewhat,No,Somewhat,No,Somewhat,No,No,Female,18,<$25k,Some college or Associate degree,college,Pacific
799,Occasionally,About half the time,66,No,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,No,Yes,Twice,"Yes, they should not recline their chair if the person behind them asks them not to",No,No,No,No,No,Somewhat,No,Somewhat,No,No,Female,81,$50-100k,Bachelor degree,college,New England
800,Occasionally,Always,72,No,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,No,No,Three times,"No, the person on the flight has no obligation to the person behind them",No,No,No,No,Somewhat,Yes,No,Somewhat,No,No,Female,22,$25-50k,High school degree,HS,Pacific
801,Occasionally,Once in a while,62,No,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,No,Somewhat,Four times,"Yes, they should not recline their chair if the person behind them asks them not to",Somewhat,Yes,No,No,No,No,No,Yes,No,No,Female,50,$50-100k,Some college or Associate degree,college,Pacific
802,Occasionally,About half the time,63,No,The person in the middle seat gets both arm rests,Whoever puts their arm on the arm rest first,The person in the window seat should have exclusive control,Yes,Yes,Three times,"Yes, they should not recline their chair if the person behind them asks them not to",Somewhat,No,No,No,No,Somewhat,No,Somewhat,No,No,Female,58,$25-50k,Some college or Associate degree,college,Pacific
803,Occasionally,Usually,75,Yes,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,No,No,Four times,"No, the person on the flight has no obligation to the person behind them",No,No,No,No,Somewhat,Yes,No,Somewhat,Yes,No,not_Female,43,>$150k,Bachelor degree,college,Pacific
804,Occasionally,Once in a while,67,Yes,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,No,No,Three times,"Yes, they should not recline their chair if the person behind them asks them not to",No,No,No,No,Somewhat,Yes,No,Somewhat,No,No,Female,40,$25-50k,Some college or Associate degree,college,Mountain
805,Occasionally,About half the time,71,No,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,No,No,Twice,"Yes, they should not recline their chair if the person behind them asks them not to",No,No,No,No,Somewhat,Somewhat,Somewhat,Yes,No,No,not_Female,50,$50-100k,Bachelor degree,college,New England
806,Occasionally,Never,62,No,Whoever puts their arm on the arm rest first,Whoever puts their arm on the arm rest first,Everyone in the row should have some say,No,No,Twice,"Yes, they should not recline their chair if the person behind them asks them not to",Somewhat,Yes,Somewhat,No,Somewhat,Yes,Somewhat,Yes,No,No,Female,19,$50-100k,Some college or Associate degree,college,Pacific
